--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                          # unique markers (of 43)   # multi-copy   Taxonomy                                                                                                                            
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  CCGPMC025c_JNA_AS_CCGP83_S266_L002_R.bin.4                 43                   0         k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae                                             
  CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.16                43                   0         k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales                                                                  
  CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.14                43                   0         k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae                                        
  CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.14                43                   0         k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae                                        
  CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.6                 43                   0         k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae                                             
  CCGPMC025c_JNA_AS_CCGP70_S279_L002_R.bin.2                 43                   0         k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella                             
  CCGPMC025c_JNA_AS_CCGP60_S289_L002_R.bin.7                 43                   0         k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae                                        
  CCGPMC025c_JNA_AS_CCGP59_S290_L002_R.bin.1                 43                   0         k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae                                        
  CCGPMC025c_JNA_AS_CCGP48_S302_L002_R.bin.1                 43                   0         k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae                                        
